symbol,label,market,code,payout_method,gate_note,fiscal_years,base_eps,f1_revenue,analysts,forecast_source,forecast_method,payout_ratio,payout_detail,payout_years,forecast_dividend_payout,close,ttm_pe,ttm_pb,historical_neutral_roe,historical_bear_roe,historical_bear_roa,base_pr,bear_pr,revenue_growth_ttm,profit_growth_ttm,base_eps_f1,base_eps_f2,base_eps_f3,bear_eps_f1,bear_eps_f2,bear_eps_f3,base_pe_f1,bear_pe_f1,base_pe_f3,bear_pe_f3,base_eps_cagr_to_f3,bear_eps_cagr_to_f3,payout_adjustment,adjustment_status,adjusted_base_pr,adjusted_bear_pr,market_pr_factor,market_normalized_bear_pr,adjusted_base_pe_f1,adjusted_bear_pe_f1,screen_metric
SSE:603444,吉比特,A,603444,reinvestment,游戏流水波动,"['2026', '2027', '2028']","[27.167586206897, 29.815172413793, 32.158148148148]",,29.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.7982185680027407,"{""cash_dividend_per_share"": 46.6, ""eps"": 58.379999999999995}","2025,2024,2022",,399.9,12.807455803228285,4.737795762735359,28.8942,22.468571428571423,19.476177706,0.4432535181188018,0.5700164714051247,74.27627798657514,109.04808114480116,27.167586206897,29.815172413793,32.158148148148,19.017310344827898,19.37986206896545,19.2948888888888,14.71974716320134,21.028210233144772,12.435417554447405,20.725695924079012,0.009874713149499392,-0.14823867906747812,1.0,not_mechanical,0.4432535181188018,0.5700164714051247,1.0,0.5700164714051247,14.71974716320134,21.028210233144772,0.7182551504726028
SZSE:000333,美的集团,A,000333,dividend,稳健低增长,"['2026', '2027', '2028']","[6.159709677419, 6.650967741935, 7.160666666667]",,31.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.6679035250463822,"{""cash_dividend_per_share"": 10.8, ""eps"": 16.17}","2025,2024,2023",,87.57,15.0259956416548,3.1321310795247257,21.07333333333333,20.494999999999997,7.22425654395,0.7130336432294275,0.7331542152551745,5.398082370725765,1.1973150206955316,6.159709677419,6.650967741935,7.160666666667,5.5437387096771005,5.78634193548345,6.08656666666695,14.216579122393473,15.796199024881636,12.229308258075958,14.387421480089365,0.07105997142085729,0.014581091048226247,1.0,applied,0.7130336432294275,0.7331542152551745,1.0,0.7331542152551745,14.216579122393473,15.796199024881636,0.7331542152551745
HKEX:322,康师傅,HK,00322,dividend,ROA偏低,"['2026', '2027', '2028']","[0.8, 0.855, 0.9]",,14.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=322,median of current broker forecasts,1.0,"{""profit"": 11352588000.0, ""dividend"": 10959347000.0, ""repurchase"": 0.0, ""issuance"": 20138000.0}","2025-12-31,2024-12-31,2023-12-31",1.0,12.55,13.569034490215158,4.742273495036673,26.747072660653664,24.712063237281495,6.306602624667001,0.5073091422889022,0.5490854551450172,3.527495131736362,17.29880393984028,0.8,0.855,0.9,0.7200000000000001,0.74385,0.765,15.6875,17.430555555555554,13.944444444444445,16.405228758169937,-0.009055701315514808,-0.061309941035720295,1.0,applied,0.5073091422889022,0.5490854551450172,0.8,0.6863568189312714,15.6875,17.430555555555554,0.7476667599669917
HKEX:1361,361度,HK,01361,dividend,治理与库存待核,"['2026', '2027', '2028']","[0.6837000000000001, 0.752, 0.85]",,5.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=1361,median of current broker forecasts,0.45198275579451197,"{""profit"": 3418926000.0, ""dividend"": 1343579000.0, ""repurchase"": 0.0, ""issuance"": 289000.0}","2025-12-31,2024-12-31,2023-12-31",0.45198275579451197,4.445,5.964841653247451,0.7344497410011318,12.398776359444998,11.869839915049,8.107998570734,0.4810830908086846,0.5025208171245018,13.070118241531627,18.224686344318812,0.6837000000000001,0.752,0.85,0.5469600000000001,0.5640000000000001,0.595,6.501389498317975,8.12673687289747,5.229411764705882,7.470588235294119,0.04483735997746696,-0.07228472690583287,1.1062368941954024,applied,0.532191864226124,0.5559070680043446,0.8,0.6948838350054307,7.192076926573882,8.990096158217353,0.7671685619112636
HKEX:1882,海天国际,HK,01882,cyclical,十年周期PB,"['2026', '2027', '2028']","[2.083, 2.2365, 2.383]",,6.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=1882,median of current broker forecasts,0.3512166528797436,"{""profit"": 8872997000.0, ""dividend"": 2802863000.0, ""repurchase"": 0.0, ""issuance"": 0.0}","2025-12-31,2024-12-31,2023-12-31",0.3512166528797436,18.0,8.110665525165592,1.07005915049193,15.639588644366068,14.017008583516304,9.01325015859404,0.4374789219466465,0.5446244151935229,7.743758989509695,0.3293853329564221,2.083,2.2365,2.383,1.5622500000000001,1.5655499999999998,1.54895,8.641382621219394,11.521843494959192,7.553503986571548,11.620775363956229,0.02400641279212845,-0.11296560111959952,1.0,not_mechanical,0.4374789219466465,0.5446244151935229,0.8,0.6807805189919036,8.641382621219394,11.521843494959192,0.7937461201115031
NASDAQ:GCT,GigaCloud,US,GCT,total_payout,治理与平台可替代性待核,"['F1', 'F2', 'F3']","[4.376667, 4.901867040000001, 5.392053744000001]",1547486000.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.1902134972347238,"{""profit"": 357288000.0, ""dividend"": 0.0, ""repurchase"": 92240000.0, ""issuance"": 0.0, ""sbc"": 24279000.0}","2025-12-31,2024-12-31,2023-12-31",,50.87,12.051932052405885,3.4485400141141347,35.25556614193333,32.3435187324092,13.2513299452503,0.3418448027153135,0.3726227857926131,22.86391702488589,17.092139011026813,4.376667,4.901867040000001,5.392053744000001,3.28250025,3.4313069280000006,3.5048349336000006,11.622999876389954,15.49733316851994,9.434253146420417,14.514235609877565,0.08504991277221574,-0.06008733430997115,2.0,applied,0.683689605430627,0.7452455715852262,1.0,0.7452455715852262,23.24599975277991,30.99466633703988,0.8053329058951973
HKEX:2020,安踏体育,HK,02020,dividend,库存折扣待核,"['2026', '2027', '2028']","[5.18, 5.7, 6.295]",,19.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=2020,median of current broker forecasts,0.46278434940855323,"{""profit"": 39420000000.0, ""dividend"": 18952000000.0, ""repurchase"": 3916000000.0, ""issuance"": 10497000000.0}","2025-12-31,2024-12-31,2023-12-31",0.46278434940855323,76.1,11.980855820397368,2.606071564574412,24.237861777737997,22.578068585645,12.0766151836355,0.4943033313029926,0.5306413068483069,16.637270096937968,11.792863489284937,5.18,5.7,6.295,4.403,4.5600000000000005,4.7212499999999995,14.69111969111969,17.283670224846695,12.088959491660047,16.11861265554673,-0.0029897118194496253,-0.094156037040808,1.0804168305151396,applied,0.5340536385194542,0.5733137988854594,0.8,0.7166422486068242,15.872532973398092,18.673568203997757,0.8107982856476322
HKEX:6690,海尔智家H,HK,06690,dividend,低增长,"['2026', '2027', '2028']","[2.09, 2.29, 2.5295]",,13.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=6690,median of current broker forecasts,0.6479795929599883,"{""profit"": 54881000000.0, ""dividend"": 24401000000.0, ""repurchase"": 3595000000.0, ""issuance"": 0.0}","2025-12-31,2024-12-31,2023-12-31",0.5824742268041238,21.62,9.953042997882331,1.4658143880326628,17.149037989723666,15.1372927277349,5.78729124627148,0.5803849174423988,0.6575180368710274,0.5890393739793509,-8.946596767986561,2.09,2.29,2.5295,1.881,1.9923,2.150075,10.344497607655503,11.493886230728336,8.547143704289386,10.055463181516924,0.05207077846499586,-0.003406768288655715,1.0,applied,0.5803849174423988,0.6575180368710274,0.8,0.8218975460887842,10.344497607655503,11.493886230728336,0.8253043143774399
NASDAQ:MSFT,Microsoft,US,MSFT,reinvestment,质量高/价格一般,"['F1', 'F2', 'F3']","[19.723885, 22.485228900000003, 25.183456368000005]",390636932025.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.2751261132408863,"{""profit"": 323717000000.0, ""dividend"": 72298000000.0, ""repurchase"": 57945000000.0, ""issuance"": 6067000000.0, ""sbc"": 35113000000.0}","2026-06-30,2025-06-30,2024-06-30",,504.73,28.125870696668787,8.47364294624165,36.3950160469,33.725053655051724,18.83486164184827,0.7727945678173275,0.8339755655942678,17.78868679984666,31.34279990572708,19.723885,22.485228900000003,25.183456368000005,17.7514965,19.562149143000003,21.405937912800002,25.58978619070229,28.43309576744699,20.042125775925975,23.578971501089384,0.11957724806994396,0.06053996617266755,1.0,not_mechanical,0.7727945678173275,0.8339755655942678,1.0,0.8339755655942678,25.58978619070229,28.43309576744699,0.8339755655942678
HKEX:1024,快手,HK,01024,reinvestment,混合平台附加闸门待核,"['2026', '2027', '2028']","[1.8425, 1.78, 1.9580000000000002]",,18.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=1024,median of current broker forecasts,0.5101920364480114,"{""profit"": 40348000000.0, ""dividend"": 1800000000.0, ""repurchase"": 9111000000.0, ""issuance"": 1549000000.0}","2025-12-31,2024-12-31,2023-12-31",0.32277258566978195,33.66,8.459837136825172,1.5318835204194243,22.768851148483662,20.3330855425658,8.74060216587576,0.3715530960106685,0.4160626344248212,11.31210309805611,0.7153043130117971,1.8425,1.78,1.9580000000000002,1.381875,1.246,1.2727000000000002,18.268656716417908,24.35820895522388,17.191011235955052,26.447709593777002,-0.21049746999805852,-0.3161020347467389,1.0,not_mechanical,0.3715530960106685,0.4160626344248212,0.8,0.5200782930310265,18.268656716417908,24.35820895522388,0.8361803277777654
HKEX:151,中国旺旺,HK,00151,dividend,成熟品牌,"['2027', '2028', '2029']","[0.32, 0.331, 0.34299999999999997]",,8.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=151,median of current broker forecasts,0.32790695629563554,"{""profit"": 12163109000.0, ""dividend"": 0.0, ""repurchase"": 334980000.0, ""issuance"": 0.0}","2026-03-31,2025-03-31,2024-03-31",0.30036630036630035,3.085,8.624545708694436,1.6124058558817536,23.845463807578664,20.2897950586787,13.6967055420816,0.361684963575896,0.4250681529188436,5.79956317923007,-9.740338289237712,0.32,0.331,0.34299999999999997,0.28800000000000003,0.28797,0.29155,9.640625,10.711805555555554,8.994169096209912,10.58137540730578,-0.013890687940079749,-0.0658899702923893,1.5248227901246725,applied,0.5515054753059383,0.648153606926852,0.8,0.8101920086585649,14.70024471104567,16.333605234495188,0.8760819789509542
NASDAQ:META,Meta,US,META,reinvestment,资本开支压力,"['F1', 'F2', 'F3']","[31.398611, 35.79441654, 40.089746524800006]",254115544748.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.21862570715679736,"{""profit"": 161916000000.0, ""dividend"": 10396000000.0, ""repurchase"": 76147000000.0, ""issuance"": 0.0, ""sbc"": 51144000000.0}","2025-12-31,2024-12-31,2023-12-31",,607.6954,22.890698629259784,5.927577852598936,29.944181721058,23.87286699200625,16.36165914955,0.7644456222746634,0.9588583824860524,27.65206594930762,-4.767365432754835,31.398611,35.79441654,40.089746524800006,25.1188888,26.845812405,28.06282256736,19.35421283444672,24.1927660430584,15.158374713695737,21.65482101956534,0.1472783627295,0.01867304938022185,1.0,not_mechanical,0.7644456222746634,0.9588583824860524,1.0,0.9588583824860524,19.35421283444672,24.1927660430584,0.9588583824860524
HKEX:9961,携程,HK,09961,reinvestment,恢复性利润待正常化,"['2026', '2027', '2028']","[20.67, 27.908, 30.955]",,17.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=9961,median of current broker forecasts,0.2357852651835631,"{""profit"": 60279000000.0, ""dividend"": 1423000000.0, ""repurchase"": 8185000000.0, ""issuance"": 0.0}","2025-12-31,2024-12-31,2023-12-31",0.1,325.6,6.560984308849874,1.1987845002613138,14.197998453908331,10.676868111070998,6.110561082619,0.462106284216689,0.6145045757422717,19.462330160959834,87.33605161616605,20.67,27.908,30.955,16.536,20.931,21.668499999999998,15.75229801644896,19.6903725205612,10.5184945889194,15.02642084131343,-0.1455792167656238,-0.24135636739415023,1.0,not_mechanical,0.462106284216689,0.6145045757422717,0.8,0.7681307196778395,15.75229801644896,19.6903725205612,1.0094870870719896
HKEX:700,腾讯,HK,00700,total_payout,质量高/价格一般,"['2026', '2027', '2028']","[25.616999999999997, 28.14, 30.18]",,19.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=700,median of current broker forecasts,0.6151490862046463,"{""profit"": 534131000000.0, ""dividend"": 92939000000.0, ""repurchase"": 232077000000.0, ""issuance"": 6662000000.0}","2025-12-31,2024-12-31,2023-12-31",0.19312714776632303,442.8,15.578658504406564,3.0384885509435753,21.5513540969935,19.03232767211177,10.224910348751845,0.7228621660752096,0.8185366904561077,15.9724417340515,17.0773973819533,25.616999999999997,28.14,30.18,23.0553,24.4818,25.653,17.285396416442207,19.20599601826912,14.671968190854871,17.261139048064557,0.020188820717810696,-0.03360753420186746,1.0,applied,0.7228621660752096,0.8185366904561077,0.8,1.0231708630701346,17.285396416442207,19.20599601826912,1.056778397272002
HKEX:1910,新秀丽,HK,01910,dividend,旅行消费与杠杆,"['F1', 'F2', 'F3']","[1.3744098502078266, 1.4568744412202963, 1.5442869076935142]",27625646231.668102,,https://www.tradingview.com/markets/stocks-hong-kong/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.18678813252497997,"{""profit"": 7326757870.0, ""dividend"": 383378460.0, ""repurchase"": 1434427360.0, ""issuance"": 449254400.0}","2025-12-31,2024-12-31,2023-12-31",,12.51,8.552091878589007,1.3300558602197408,25.32995575460033,17.723640066972,5.01604210284121,0.3376275885138807,0.4825245743128032,1.2738061782196628,-10.986337786593156,1.3744098502078266,1.4568744412202963,1.5442869076935142,1.0308073876558699,1.0489495976786134,1.0810008353854599,9.102088433161581,12.13611791088211,8.100826302208597,11.57260900315514,0.01823419873336496,-0.09590578023347462,2.0,applied,0.6752551770277614,0.9650491486256064,0.8,1.206311435782008,18.204176866323163,24.27223582176422,1.3022172160154826
SSE:601717,中创智领,A,601717,cyclical,煤机与汽零分部待拆,"['2026', '2027', '2028']","[2.473333333333, 2.856666666667, 3.245]",,6.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.4929361179361179,"{""cash_dividend_per_share"": 3.21, ""eps"": 6.5120000000000005}","2025,2024,2023",,14.47,7.5164926497324815,1.0906711811056855,13.719571428571427,5.535294117647059,2.9194334284882353,0.5794457044132529,3.5596920920894193,5.503017541284894,-21.128874412482613,2.473333333333,2.856666666667,3.245,1.85499999999975,1.9996666666668999,2.1092500000000003,5.850404312669252,7.800539083559003,4.459167950693375,6.860258385682114,0.19011008578115995,0.030919895964256927,1.0,not_mechanical,0.5794457044132529,3.5596920920894193,1.0,3.5596920920894193,5.850404312669252,7.800539083559003,3.5596920920894193
